name	stargazers_count	html_url
openclaude	23052	https://github.com/Gitlawb/openclaude
claude-code	16586	https://github.com/claude-code-best/claude-code
gbrain	9909	https://github.com/garrytan/gbrain
emdash	9903	https://github.com/emdash-cms/emdash
claude-code-sourcemap	8967	https://github.com/ChinaSiro/claude-code-sourcemap
free-code	8005	https://github.com/paoloanzn/free-code
cc-haha	7799	https://github.com/NanmiCoder/cc-haha
open-multi-agent	5799	https://github.com/JackChen-me/open-multi-agent
G0DM0D3	5165	https://github.com/elder-plinius/G0DM0D3
boneyard	5083	https://github.com/0xGF/boneyard
