name	stargazers_count	html_url
m3e-canvas	4267	https://github.com/lnkiai/m3e-canvas
grok-bot-0.18-reconstructed	3490	https://github.com/b-nnett/grok-bot-0.18-reconstructed
OpenMausBot	2245	https://github.com/milind-soni/OpenMausBot
open-higgsfield	1396	https://github.com/wide-trace/open-higgsfield
human-atlas	1318	https://github.com/ashemag/human-atlas
cn	1212	https://github.com/shadcn-ui/cn
pdfcn	1190	https://github.com/shadcn-labs/pdfcn
breakscale	1062	https://github.com/xevrion/breakscale
berd	878	https://github.com/block/berd
blobatar	796	https://github.com/Alain00/blobatar
