name	stargazers_count	html_url
paperclip	28966	https://github.com/paperclipai/paperclip
vinext	6920	https://github.com/cloudflare/vinext
git-city	4148	https://github.com/srizzon/git-city
Shadowbroker	3608	https://github.com/BigBodyCobain/Shadowbroker
Recordly	2499	https://github.com/webadderall/Recordly
web-haptics	2210	https://github.com/lochie/web-haptics
pi-autoresearch	2202	https://github.com/davebcn87/pi-autoresearch
metapi	918	https://github.com/cita-777/metapi
visual-json	789	https://github.com/vercel-labs/visual-json
motrix-next	738	https://github.com/AnInsomniacy/motrix-next
