name	stargazers_count	html_url
cookbook	3791	https://github.com/cursor/cookbook
codex-plusplus	1744	https://github.com/b-nnett/codex-plusplus
dbx	1639	https://github.com/t8y2/dbx
floral-notepaper	1375	https://github.com/Achilng/floral-notepaper
chromex	1110	https://github.com/GENEXIS-AI/chromex
ziwei-doushu	902	https://github.com/Renhuai123/ziwei-doushu
friendmaker	766	https://github.com/zhouxiyu1997/friendmaker
Mirrai	745	https://github.com/Ch1rpy2613/Mirrai
cell-architecture-studio	703	https://github.com/cclank/cell-architecture-studio
osiris	702	https://github.com/simplifaisoul/osiris
