name	stargazers_count	html_url
WechatOnCloud	3198	https://github.com/Gloridust/WechatOnCloud
skylight	2888	https://github.com/cpaczek/skylight
niubi_guard	1071	https://github.com/Albert-Weasker/niubi_guard
gorest-2d-animation-spritesheet-generator	971	https://github.com/NO6KIKO/gorest-2d-animation-spritesheet-generator
cnfast	928	https://github.com/aidenybai/cnfast
slot-text	830	https://github.com/Danilaa1/slot-text
performativeUI	767	https://github.com/vorpus/performativeUI
webernetes	639	https://github.com/ngrok/webernetes
QMAI	570	https://github.com/Mochocyang/QMAI
open-file-viewer	556	https://github.com/xushanpei/open-file-viewer
