name	stargazers_count	html_url
paperclip	24129	https://github.com/paperclipai/paperclip
vinext	6762	https://github.com/cloudflare/vinext
git-city	3914	https://github.com/srizzon/git-city
Shadowbroker	3026	https://github.com/BigBodyCobain/Shadowbroker
web-haptics	2161	https://github.com/lochie/web-haptics
pi-autoresearch	1831	https://github.com/davebcn87/pi-autoresearch
metapi	781	https://github.com/cita-777/metapi
visual-json	779	https://github.com/vercel-labs/visual-json
webreel	693	https://github.com/vercel-labs/webreel
chartli	600	https://github.com/ahmadawais/chartli
