name	stargazers_count	html_url
T3MP3ST	5296	https://github.com/elder-plinius/T3MP3ST
codex-security	4876	https://github.com/openai/codex-security
bento	3020	https://github.com/nyblnet/bento
openscience	2928	https://github.com/synthetic-sciences/openscience
video-shotcraft	2713	https://github.com/Vincentwei1021/video-shotcraft
canvas-ui	2588	https://github.com/DavidHDev/canvas-ui
scriptc	2326	https://github.com/vercel-labs/scriptc
aval	1324	https://github.com/pixel-point/aval
Amicro--Micro-transitions-	1286	https://github.com/Subhan-code/Amicro--Micro-transitions-
thinking-orbs	1243	https://github.com/Jakubantalik/thinking-orbs
