name	stargazers_count	html_url
emdash	7405	https://github.com/emdash-cms/emdash
Recordly	5234	https://github.com/webadderall/Recordly
TREK	3700	https://github.com/mauriceboe/TREK
pi-autoresearch	3401	https://github.com/davebcn87/pi-autoresearch
boneyard	2794	https://github.com/0xGF/boneyard
feynman	1647	https://github.com/getcompanion-ai/feynman
markit	1048	https://github.com/Michaelliv/markit
emulate	847	https://github.com/vercel-labs/emulate
hucre	795	https://github.com/productdevbook/hucre
fieldtheory-cli	726	https://github.com/afar1/fieldtheory-cli
