name	stargazers_count	html_url
deepseek-harness	187888	https://github.com/deepseek-ai/deepseek-harness
deepseek-harness-desktop	18913	https://github.com/anywhere-labs/deepseek-harness-desktop
qm	14105	https://github.com/yc-software/qm
crm	8846	https://github.com/trycompai/crm
decimen-optical-transfer	6269	https://github.com/bashalarmistalt/decimen-optical-transfer
dsh-web-ui	5741	https://github.com/zhu1090093659/dsh-web-ui
genoffice	3546	https://github.com/genspark-ai/genoffice
anti-slop	3493	https://github.com/dmmulroy/anti-slop
skill-recorder	3363	https://github.com/microsoft/skill-recorder
cumora	2945	https://github.com/yetone/cumora
