name	stargazers_count	html_url
paperclip	28990	https://github.com/paperclipai/paperclip
gstack	23955	https://github.com/garrytan/gstack
pua	8595	https://github.com/tanweai/pua
NemoClaw	8059	https://github.com/NVIDIA/NemoClaw
OpenMAIC	7302	https://github.com/THU-MAIC/OpenMAIC
vinext	6921	https://github.com/cloudflare/vinext
git-city	4150	https://github.com/srizzon/git-city
Shadowbroker	3610	https://github.com/BigBodyCobain/Shadowbroker
OpenClaw-RL	3523	https://github.com/Gen-Verse/OpenClaw-RL
memory-lancedb-pro	3017	https://github.com/CortexReach/memory-lancedb-pro
