name	stargazers_count	html_url
m3e-canvas	7311	https://github.com/lnkiai/m3e-canvas
codex-with-chatgpt	5208	https://github.com/XiaoDuoYa/codex-with-chatgpt
human-atlas	3607	https://github.com/ashemag/human-atlas
grok-bot-0.18-reconstructed	3507	https://github.com/b-nnett/grok-bot-0.18-reconstructed
chat-on-steroids	3143	https://github.com/totec448-spec/chat-on-steroids
niubigeo	2513	https://github.com/Albert-Weasker/niubigeo
SoL-Pi	2180	https://github.com/NVlabs/SoL-Pi
open-higgsfield	2140	https://github.com/wide-trace/open-higgsfield
goldie	2098	https://github.com/kacperkapusciak/goldie
lint	2065	https://github.com/shadcn-ui/lint
