name	stargazers_count	html_url
MiMo-Code	11587	https://github.com/XiaomiMiMo/MiMo-Code
openwiki	9018	https://github.com/langchain-ai/openwiki
eve	3302	https://github.com/vercel/eve
T3MP3ST	3289	https://github.com/elder-plinius/T3MP3ST
torlink	3249	https://github.com/baairon/torlink
devspace	3026	https://github.com/Waishnav/devspace
testsprite-cli	2143	https://github.com/TestSprite/testsprite-cli
tickflow-stock-panel	1863	https://github.com/shy3130/tickflow-stock-panel
gitfut	1695	https://github.com/Younesfdj/gitfut
world-of-claudecraft	1524	https://github.com/levy-street/world-of-claudecraft
