name	stargazers_count	html_url
openclaude	20675	https://github.com/Gitlawb/openclaude
NemoClaw	18962	https://github.com/NVIDIA/NemoClaw
claude-code	15412	https://github.com/claude-code-best/claude-code
emdash	8983	https://github.com/emdash-cms/emdash
claude-code-sourcemap	8771	https://github.com/ChinaSiro/claude-code-sourcemap
Understand-Anything	8140	https://github.com/Lum1104/Understand-Anything
free-code	7703	https://github.com/paoloanzn/free-code
cc-haha	5797	https://github.com/NanmiCoder/cc-haha
open-multi-agent	5621	https://github.com/JackChen-me/open-multi-agent
gbrain	4736	https://github.com/garrytan/gbrain
