name	stargazers_count	html_url
gstack	55529	https://github.com/garrytan/gstack
paperclip	38964	https://github.com/paperclipai/paperclip
pua	13185	https://github.com/tanweai/pua
OpenMAIC	13158	https://github.com/THU-MAIC/OpenMAIC
pretext	10616	https://github.com/chenglou/pretext
opencli	8714	https://github.com/jackwener/opencli
Understand-Anything	6983	https://github.com/Lum1104/Understand-Anything
ai-website-cloner-template	5168	https://github.com/JCodesMore/ai-website-cloner-template
JKVideo	4831	https://github.com/tiajinsha/JKVideo
gsd-2	3598	https://github.com/gsd-build/gsd-2
