name	stargazers_count	html_url
paperclip	38901	https://github.com/paperclipai/paperclip
pretext	10406	https://github.com/chenglou/pretext
JKVideo	4831	https://github.com/tiajinsha/JKVideo
Recordly	3373	https://github.com/webadderall/Recordly
pi-autoresearch	3161	https://github.com/davebcn87/pi-autoresearch
TREK	2418	https://github.com/mauriceboe/TREK
motrix-next	1660	https://github.com/AnInsomniacy/motrix-next
feynman	1332	https://github.com/getcompanion-ai/feynman
apiark	894	https://github.com/berbicanes/apiark
homelable	784	https://github.com/Pouzor/homelable
