name	stargazers_count	html_url
emdash	8147	https://github.com/emdash-cms/emdash
Recordly	5421	https://github.com/webadderall/Recordly
TREK	3851	https://github.com/mauriceboe/TREK
boneyard	3481	https://github.com/0xGF/boneyard
pi-autoresearch	3440	https://github.com/davebcn87/pi-autoresearch
feynman	2749	https://github.com/getcompanion-ai/feynman
fieldtheory-cli	1126	https://github.com/afar1/fieldtheory-cli
markit	1069	https://github.com/Michaelliv/markit
emulate	940	https://github.com/vercel-labs/emulate
hucre	856	https://github.com/productdevbook/hucre
