name	stargazers_count	html_url
nanoclaw	13222	https://github.com/qwibitai/nanoclaw
moltworker	9135	https://github.com/cloudflare/moltworker
beautiful-mermaid	7432	https://github.com/lukilabs/beautiful-mermaid
react-doctor	4483	https://github.com/millionco/react-doctor
skills	3552	https://github.com/antfu/skills
ClawRouter	3380	https://github.com/BlockRunAI/ClawRouter
excalidraw-mcp	2673	https://github.com/excalidraw/excalidraw-mcp
tinyclaw	2453	https://github.com/TinyAGI/tinyclaw
portless	2306	https://github.com/vercel-labs/portless
automaton	2157	https://github.com/Conway-Research/automaton
