name	stargazers_count	html_url
sdk-js	8108	https://github.com/unicity-astrid/sdk-js
osiris	4990	https://github.com/simplifaisoul/osiris
skylight	2379	https://github.com/cpaczek/skylight
WechatOnCloud	2245	https://github.com/Gloridust/WechatOnCloud
bigset	1218	https://github.com/tinyfish-io/bigset
pi-dynamic-workflows	882	https://github.com/Michaelliv/pi-dynamic-workflows
codiff	747	https://github.com/nkzw-tech/codiff
clawpatch	726	https://github.com/openclaw/clawpatch
aholo-viewer	603	https://github.com/manycoretech/aholo-viewer
CPA-Manager-Plus	487	https://github.com/seakee/CPA-Manager-Plus
