name	stargazers_count	html_url
cookbook	3801	https://github.com/cursor/cookbook
codex-plusplus	2112	https://github.com/b-nnett/codex-plusplus
osiris	2100	https://github.com/simplifaisoul/osiris
floral-notepaper	1888	https://github.com/Achilng/floral-notepaper
chromex	1110	https://github.com/GENEXIS-AI/chromex
ziwei-doushu	1106	https://github.com/Renhuai123/ziwei-doushu
friendmaker	824	https://github.com/zhouxiyu1997/friendmaker
Mirrai	789	https://github.com/Ch1rpy2613/Mirrai
cell-architecture-studio	764	https://github.com/cclank/cell-architecture-studio
clawpatch	643	https://github.com/openclaw/clawpatch
