name	stargazers_count	html_url
open-design	50593	https://github.com/nexu-io/open-design
cookbook	3840	https://github.com/cursor/cookbook
open-slide	3590	https://github.com/1weiho/open-slide
mike	3448	https://github.com/willchen96/mike
deepsec	2898	https://github.com/vercel-labs/deepsec
mirage	2582	https://github.com/strukto-ai/mirage
osiris	2547	https://github.com/simplifaisoul/osiris
petdex	2210	https://github.com/crafter-station/petdex
codex-plusplus	2172	https://github.com/b-nnett/codex-plusplus
floral-notepaper	2154	https://github.com/Achilng/floral-notepaper
