name	stargazers_count	html_url
qm	13097	https://github.com/yc-software/qm
crm	8222	https://github.com/trycompai/crm
decimen-optical-transfer	5797	https://github.com/bashalarmistalt/decimen-optical-transfer
video-shotcraft	4649	https://github.com/Vincentwei1021/video-shotcraft
bento	3921	https://github.com/nyblnet/bento
canvas-ui	3759	https://github.com/DavidHDev/canvas-ui
scriptc	3377	https://github.com/vercel-labs/scriptc
skill-recorder	2931	https://github.com/microsoft/skill-recorder
genoffice	2559	https://github.com/genspark-ai/genoffice
thinking-orbs	2256	https://github.com/Jakubantalik/thinking-orbs
