name	stargazers_count	html_url
m3e-canvas	6774	https://github.com/lnkiai/m3e-canvas
grok-bot-0.18-reconstructed	3501	https://github.com/b-nnett/grok-bot-0.18-reconstructed
human-atlas	3435	https://github.com/ashemag/human-atlas
open-higgsfield	1514	https://github.com/wide-trace/open-higgsfield
cn	1476	https://github.com/shadcn-ui/cn
vista	1321	https://github.com/Mantitup-Org/vista
breakscale	1149	https://github.com/xevrion/breakscale
knap	519	https://github.com/obsidianmd/knap
dsh-top100	511	https://github.com/dsheval/dsh-top100
RhineLabUI	494	https://github.com/LBEILC/RhineLabUI
