name	stargazers_count	html_url
deepseek-harness	130936	https://github.com/deepseek-ai/deepseek-harness
qm	13700	https://github.com/yc-software/qm
deepseek-harness-desktop	8851	https://github.com/anywhere-labs/deepseek-harness-desktop
crm	8517	https://github.com/trycompai/crm
decimen-optical-transfer	6084	https://github.com/bashalarmistalt/decimen-optical-transfer
scriptc	3552	https://github.com/vercel-labs/scriptc
dsh-web-ui	3417	https://github.com/zhu1090093659/dsh-web-ui
skill-recorder	3174	https://github.com/microsoft/skill-recorder
genoffice	3155	https://github.com/genspark-ai/genoffice
thinking-orbs	2486	https://github.com/Jakubantalik/thinking-orbs
