name	stargazers_count	html_url
decimen-optical-transfer	4688	https://github.com/bashalarmistalt/decimen-optical-transfer
bento	3717	https://github.com/nyblnet/bento
canvas-ui	3374	https://github.com/DavidHDev/canvas-ui
scriptc	2913	https://github.com/vercel-labs/scriptc
Amicro--Micro-transitions-	1376	https://github.com/Subhan-code/Amicro--Micro-transitions-
aval	1345	https://github.com/pixel-point/aval
yoinks	1251	https://github.com/pablostanley/yoinks
openreply	955	https://github.com/diwenne/openreply
Aether-GUI	908	https://github.com/MatinSenPai/Aether-GUI
openmouse	884	https://github.com/snekxs/openmouse
