name	stargazers_count	html_url
canvas-ui	1630	https://github.com/DavidHDev/canvas-ui
bento	1408	https://github.com/nyblnet/bento
aval	1296	https://github.com/pixel-point/aval
yoinks	1103	https://github.com/pablostanley/yoinks
cuelume	1009	https://github.com/Danilaa1/cuelume
ditto.site	943	https://github.com/ion-design/ditto.site
pocketjs	797	https://github.com/pocket-stack/pocketjs
Aether-GUI	737	https://github.com/MatinSenPai/Aether-GUI
Amicro--Micro-transitions-	660	https://github.com/Subhan-code/Amicro--Micro-transitions-
k12-reg	574	https://github.com/lxh77721/k12-reg
