name	stargazers_count	html_url
osiris	3580	https://github.com/simplifaisoul/osiris
Mirrai	856	https://github.com/Ch1rpy2613/Mirrai
cell-architecture-studio	825	https://github.com/cclank/cell-architecture-studio
clawpatch	685	https://github.com/openclaw/clawpatch
Emblem-Vault	658	https://github.com/Adam-McBride/Emblem-Vault
cwc-workshops	644	https://github.com/anthropics/cwc-workshops
bookorbit	630	https://github.com/bookorbit/bookorbit
hyperliquid-sdk	613	https://github.com/devmikets/hyperliquid-sdk
stackprism	604	https://github.com/setube/stackprism
codiff	494	https://github.com/nkzw-tech/codiff
