name	stargazers_count	html_url
grok-bot-0.18-reconstructed	3372	https://github.com/b-nnett/grok-bot-0.18-reconstructed
mycontext	2356	https://github.com/openTrinity/mycontext
morphicons	2090	https://github.com/guillermolg00/morphicons
OpenMausBot	1803	https://github.com/milind-soni/OpenMausBot
terminal-code	1723	https://github.com/zenbu-labs/terminal-code
pdfcn	881	https://github.com/shadcn-labs/pdfcn
open-higgsfield	865	https://github.com/wide-trace/open-higgsfield
youtube-music	835	https://github.com/sohaibdevv/youtube-music
berd	811	https://github.com/block/berd
keslr_connect	783	https://github.com/keslr/keslr_connect
