name	stargazers_count	html_url
deepseek-harness	195175	https://github.com/deepseek-ai/deepseek-harness
dsh-desktop	20178	https://github.com/anywhere-labs/dsh-desktop
qm	14194	https://github.com/yc-software/qm
crm	8924	https://github.com/trycompai/crm
decimen-optical-transfer	6362	https://github.com/bashalarmistalt/decimen-optical-transfer
dsh-web	6050	https://github.com/zhu1090093659/dsh-web
anti-slop	3691	https://github.com/dmmulroy/anti-slop
genoffice	3665	https://github.com/genspark-ai/genoffice
skill-recorder	3405	https://github.com/microsoft/skill-recorder
cumora	3114	https://github.com/yetone/cumora
