name	stargazers_count	html_url
grok-bot-0.18-reconstructed	3470	https://github.com/b-nnett/grok-bot-0.18-reconstructed
OpenMausBot	2001	https://github.com/milind-soni/OpenMausBot
terminal-code	1827	https://github.com/zenbu-labs/terminal-code
open-higgsfield	1202	https://github.com/wide-trace/open-higgsfield
Concat	1031	https://github.com/jub0t/Concat
pdfcn	914	https://github.com/shadcn-labs/pdfcn
breakscale	897	https://github.com/xevrion/breakscale
keslr_connect	858	https://github.com/keslr/keslr_connect
berd	849	https://github.com/block/berd
youtube-music	806	https://github.com/sohaibdevv/youtube-music
