name	stargazers_count	html_url
decimen-optical-transfer	6055	https://github.com/bashalarmistalt/decimen-optical-transfer
scriptc	3533	https://github.com/vercel-labs/scriptc
talivia	1485	https://github.com/talivia-group/talivia
openmouse	1226	https://github.com/OpenMouse-Project/openmouse
morphicons	1068	https://github.com/guillermolg00/morphicons
OpenMausBot	1026	https://github.com/milind-soni/OpenMausBot
mycontext	929	https://github.com/openTrinity/mycontext
dsh-deep-whale	902	https://github.com/Small-tailqwq/dsh-deep-whale
persona	891	https://github.com/xikhar/persona
grok-app	858	https://github.com/RongleCat/grok-app
