name	stargazers_count	html_url
grok-bot-0.18-reconstructed	3452	https://github.com/b-nnett/grok-bot-0.18-reconstructed
OpenMausBot	1895	https://github.com/milind-soni/OpenMausBot
terminal-code	1773	https://github.com/zenbu-labs/terminal-code
open-higgsfield	1078	https://github.com/wide-trace/open-higgsfield
pdfcn	903	https://github.com/shadcn-labs/pdfcn
berd	833	https://github.com/block/berd
keslr_connect	812	https://github.com/keslr/keslr_connect
youtube-music	811	https://github.com/sohaibdevv/youtube-music
blobatar	781	https://github.com/Alain00/blobatar
prehistoric-animal-museum	765	https://github.com/s010s/prehistoric-animal-museum
