name	stargazers_count	html_url
gbrain	12635	https://github.com/garrytan/gbrain
open-design	11648	https://github.com/nexu-io/open-design
design.md	10796	https://github.com/google-labs-code/design.md
llm_wiki	5362	https://github.com/nashsu/llm_wiki
codeburn	4830	https://github.com/getagentseal/codeburn
awesome-gpt-image-2	4093	https://github.com/YouMind-OpenLab/awesome-gpt-image-2
open-codesign	3957	https://github.com/OpenCoworkAI/open-codesign
hermes-web-ui	3225	https://github.com/EKKOLearnAI/hermes-web-ui
cookbook	2951	https://github.com/cursor/cookbook
wterm	2755	https://github.com/vercel-labs/wterm
