name	stargazers_count	html_url
paperclip	33093	https://github.com/paperclipai/paperclip
Shadowbroker	5043	https://github.com/BigBodyCobain/Shadowbroker
JKVideo	4428	https://github.com/tiajinsha/JKVideo
Recordly	3114	https://github.com/webadderall/Recordly
pi-autoresearch	2921	https://github.com/davebcn87/pi-autoresearch
openocta	1423	https://github.com/openocta/openocta
metapi	1271	https://github.com/cita-777/metapi
motrix-next	1202	https://github.com/AnInsomniacy/motrix-next
apiark	843	https://github.com/berbicanes/apiark
opensquad	809	https://github.com/renatoasse/opensquad
