name	stargazers_count	html_url
gbrain	12309	https://github.com/garrytan/gbrain
design.md	10162	https://github.com/google-labs-code/design.md
llm_wiki	4968	https://github.com/nashsu/llm_wiki
codeburn	4620	https://github.com/getagentseal/codeburn
open-design	4208	https://github.com/nexu-io/open-design
awesome-gpt-image-2	3792	https://github.com/YouMind-OpenLab/awesome-gpt-image-2
open-codesign	3510	https://github.com/OpenCoworkAI/open-codesign
hermes-web-ui	2925	https://github.com/EKKOLearnAI/hermes-web-ui
wterm	2591	https://github.com/vercel-labs/wterm
anything-analyzer	2057	https://github.com/Mouseww/anything-analyzer
