name	stargazers_count	html_url
open-design	32203	https://github.com/nexu-io/open-design
design.md	12048	https://github.com/google-labs-code/design.md
codeburn	5776	https://github.com/getagentseal/codeburn
open-codesign	5182	https://github.com/OpenCoworkAI/open-codesign
awesome-gpt-image-2	5027	https://github.com/YouMind-OpenLab/awesome-gpt-image-2
hermes-web-ui	3872	https://github.com/EKKOLearnAI/hermes-web-ui
cookbook	3671	https://github.com/cursor/cookbook
wterm	2869	https://github.com/vercel-labs/wterm
agentic-inbox	2693	https://github.com/cloudflare/agentic-inbox
mike	2393	https://github.com/willchen96/mike
