name	stargazers_count	html_url
NemoClaw	18225	https://github.com/NVIDIA/NemoClaw
codex-plugin-cc	10593	https://github.com/openai/codex-plugin-cc
Crucix	8311	https://github.com/calesthio/Crucix
web-access	3579	https://github.com/eze-is/web-access
chrome-cdp-skill	2795	https://github.com/pasky/chrome-cdp-skill
flipoff	2616	https://github.com/magnum6actual/flipoff
follow-builders	2192	https://github.com/zarazhangrui/follow-builders
k-skill	1302	https://github.com/NomaDamas/k-skill
ai-rules	1175	https://github.com/fjb040911/ai-rules
gea	843	https://github.com/dashersw/gea
