name	stargazers_count	html_url
NemoClaw	17045	https://github.com/NVIDIA/NemoClaw
Crucix	7017	https://github.com/calesthio/Crucix
chrome-cdp-skill	2691	https://github.com/pasky/chrome-cdp-skill
web-access	1690	https://github.com/eze-is/web-access
hello-claw	1384	https://github.com/datawhalechina/hello-claw
follow-builders	1175	https://github.com/zarazhangrui/follow-builders
ai-rules	942	https://github.com/fjb040911/ai-rules
inav-configurator	755	https://github.com/INAVFlights/inav-configurator
gea	653	https://github.com/dashersw/gea
my-translator	642	https://github.com/phuc-nt/my-translator
