name	stargazers_count	html_url
awesome-gpt-image-2	5657	https://github.com/freestylefly/awesome-gpt-image-2
text-to-cad	3168	https://github.com/earthtojake/text-to-cad
3DCellForge	2254	https://github.com/huangserva/3DCellForge
deepclaude	1908	https://github.com/aattaran/deepclaude
clawsweeper	1658	https://github.com/openclaw/clawsweeper
oh-story-claudecode	1270	https://github.com/worldwonderer/oh-story-claudecode
reversa	891	https://github.com/sandeco/reversa
codex-startup-pressure-test-skill	824	https://github.com/Kappaemme-git/codex-startup-pressure-test-skill
smallcode	715	https://github.com/Doorman11991/smallcode
mykonos-island-voxels	658	https://github.com/boona13/mykonos-island-voxels
