name	stargazers_count	html_url
ponytail	71687	https://github.com/DietrichGebert/ponytail
loop-engineering	4889	https://github.com/cobusgreyling/loop-engineering
Cowart	3668	https://github.com/zhongerxin/Cowart
skills	3187	https://github.com/BuilderIO/skills
wloc	2560	https://github.com/Yu9191/wloc
loopy	2281	https://github.com/Forward-Future/loopy
baoyu-design	2238	https://github.com/JimLiu/baoyu-design
security-audit-skill	2218	https://github.com/cloudflare/security-audit-skill
codexpro	1105	https://github.com/rebel0789/codexpro
ios-location-spoofer	1095	https://github.com/mekos2772/ios-location-spoofer
