name	stargazers_count	html_url
career-ops	30631	https://github.com/santifer/career-ops
codex-plugin-cc	13604	https://github.com/openai/codex-plugin-cc
web-access	4596	https://github.com/eze-is/web-access
awesome-persona-distill-skills	3164	https://github.com/xixu-me/awesome-persona-distill-skills
k-skill	2791	https://github.com/NomaDamas/k-skill
flipoff	2744	https://github.com/magnum6actual/flipoff
tradingview-mcp	1659	https://github.com/tradesdontlie/tradingview-mcp
clawd-on-desk	959	https://github.com/rullerzhou-afk/clawd-on-desk
gea	947	https://github.com/dashersw/gea
openhanako	844	https://github.com/liliMozi/openhanako
