name	stargazers_count	html_url
GuJumpgate	3116	https://github.com/FoundZiGu/GuJumpgate
3DCellForge	2396	https://github.com/huangserva/3DCellForge
deepclaude	1997	https://github.com/aattaran/deepclaude
gsd-core	1862	https://github.com/open-gsd/gsd-core
smallcode	1666	https://github.com/Doorman11991/smallcode
wechatpay	1492	https://github.com/run-liyi/wechatpay
GPTSession2CPAandSub2API	1034	https://github.com/gtxx3600/GPTSession2CPAandSub2API
codex-startup-pressure-test-skill	878	https://github.com/Kappaemme-git/codex-startup-pressure-test-skill
mykonos-island-voxels	777	https://github.com/boona13/mykonos-island-voxels
tiny-world-builder	744	https://github.com/jasonkneen/tiny-world-builder
