name	stargazers_count	html_url
ponytail	43194	https://github.com/DietrichGebert/ponytail
skills	2230	https://github.com/BuilderIO/skills
baoyu-design	1672	https://github.com/JimLiu/baoyu-design
vibecode-pro-max-kit	954	https://github.com/withkynam/vibecode-pro-max-kit
ffmpeg-webCLI	793	https://github.com/tejaswigowda/ffmpeg-webCLI
fanbox	745	https://github.com/alchaincyf/fanbox
wha-spell-simulator	700	https://github.com/ytnrvdf/wha-spell-simulator
codexpro	537	https://github.com/rebel0789/codexpro
xiaoer-videolab	525	https://github.com/Jane-xiaoer/xiaoer-videolab
loop-engineering	498	https://github.com/cobusgreyling/loop-engineering
