name	stargazers_count	html_url
awesome-gpt-image-2	4602	https://github.com/freestylefly/awesome-gpt-image-2
design-extract	2361	https://github.com/Manavarya09/design-extract
text-to-cad	2226	https://github.com/earthtojake/text-to-cad
design-md-chrome	1860	https://github.com/bergside/design-md-chrome
deepclaude	1641	https://github.com/aattaran/deepclaude
clawsweeper	1586	https://github.com/openclaw/clawsweeper
oh-story-claudecode	900	https://github.com/worldwonderer/oh-story-claudecode
nemesis	832	https://github.com/assai-id/nemesis
palantir-for-family-trips	818	https://github.com/andrewjiang/palantir-for-family-trips
codex-startup-pressure-test-skill	727	https://github.com/Kappaemme-git/codex-startup-pressure-test-skill
