name	stargazers_count	html_url
Claude-of-Duty	3095	https://github.com/mshumer/Claude-of-Duty
flyingmouse-format	2418	https://github.com/LaoFeng-mouse/flyingmouse-format
qwen-audio-agent	2120	https://github.com/QwenAudio/qwen-audio-agent
codex-router	2117	https://github.com/duolahypercho/codex-router
dashi-taskboard	2072	https://github.com/chuspeeism/dashi-taskboard
better-harness	1828	https://github.com/QoderAI/better-harness
open-kritt	1701	https://github.com/Kritt-ai/open-kritt
story-to-handdrawn-video	1358	https://github.com/gnipbao/story-to-handdrawn-video
shuohao-skills	1294	https://github.com/eternityspring/shuohao-skills
TG-Polymarket-bot	1046	https://github.com/mothparkzo6249/TG-Polymarket-bot
