name	stargazers_count	html_url
Codex-Dream-Skin	12781	https://github.com/Fei-Away/Codex-Dream-Skin
scroll-world	6022	https://github.com/oso95/scroll-world
os-taxonomy	3732	https://github.com/withmarbleapp/os-taxonomy
Claude-of-Duty	2397	https://github.com/mshumer/Claude-of-Duty
knockoff	1973	https://github.com/Shpigford/knockoff
penecho	1814	https://github.com/penecho/penecho
wardrobe	1653	https://github.com/tandpfun/wardrobe
better-harness	1216	https://github.com/QoderAI/better-harness
drawio-scientific-illustrator	1209	https://github.com/icebird1998/drawio-scientific-illustrator
cue	902	https://github.com/Blueturboguy07/cue
