name	stargazers_count	html_url
GuJumpgate	3833	https://github.com/FoundZiGu/GuJumpgate
gsd-core	3788	https://github.com/open-gsd/gsd-core
smallcode	1840	https://github.com/Doorman11991/smallcode
wechatpay	1496	https://github.com/run-liyi/wechatpay
zhongguo-traditional-colors	977	https://github.com/nevertoday/zhongguo-traditional-colors
ponytail	916	https://github.com/DietrichGebert/ponytail
vibecode-pro-max-kit	854	https://github.com/withkynam/vibecode-pro-max-kit
baoyu-design	828	https://github.com/JimLiu/baoyu-design
wha-spell-simulator	660	https://github.com/ytnrvdf/wha-spell-simulator
ffmpeg-webCLI	550	https://github.com/tejaswigowda/ffmpeg-webCLI
