name	stargazers_count	html_url
dsh-routing-suite	7110	https://github.com/yjh051108/dsh-routing-suite
dsh-anchored-standard	3824	https://github.com/xiaobright/dsh-anchored-standard
DLSS5-Swapper	2307	https://github.com/rakanki911/DLSS5-Swapper
scroll-craft	2082	https://github.com/nateherkai/scroll-craft
DeepSeek-Balance-Whale-Widget	1811	https://github.com/MeteorNOX/DeepSeek-Balance-Whale-Widget
stop-that-shit	1678	https://github.com/lennney/stop-that-shit
deploy-vercel	1646	https://github.com/vvxw/deploy-vercel
DSH-Desktop-EAC	1563	https://github.com/zouyuxuan122/DSH-Desktop-EAC
PawWork_ZhuaZhua	1475	https://github.com/Player-YN/PawWork_ZhuaZhua
dsh-agent-teams	1413	https://github.com/NanmiCoder/dsh-agent-teams
