name	stargazers_count	html_url
career-ops	41272	https://github.com/santifer/career-ops
awesome-persona-distill-skills	4098	https://github.com/xixu-me/awesome-persona-distill-skills
codex-oauth-automation-extension	2724	https://github.com/QLHazyCoder/codex-oauth-automation-extension
design-extract	1823	https://github.com/Manavarya09/design-extract
clawsweeper	1368	https://github.com/openclaw/clawsweeper
design-md-chrome	1346	https://github.com/bergside/design-md-chrome
text-to-cad	1228	https://github.com/earthtojake/text-to-cad
tab-out	1095	https://github.com/zarazhangrui/tab-out
WindsurfAPI	924	https://github.com/dwgx/WindsurfAPI
port-whisperer	825	https://github.com/LarsenCundric/port-whisperer
