name	stargazers_count	html_url
Codex-Dream-Skin	13170	https://github.com/Fei-Away/Codex-Dream-Skin
os-taxonomy	3844	https://github.com/withmarbleapp/os-taxonomy
Claude-of-Duty	2812	https://github.com/mshumer/Claude-of-Duty
penecho	1895	https://github.com/penecho/penecho
qwen-audio-agent	1879	https://github.com/QwenAudio/qwen-audio-agent
wardrobe	1794	https://github.com/tandpfun/wardrobe
better-harness	1591	https://github.com/QoderAI/better-harness
open-kritt	1360	https://github.com/Kritt-ai/open-kritt
drawio-scientific-illustrator	1258	https://github.com/icebird1998/drawio-scientific-illustrator
cue	979	https://github.com/Blueturboguy07/cue
