name	stargazers_count	html_url
Codex-Dream-Skin	13514	https://github.com/Fei-Away/Codex-Dream-Skin
Claude-of-Duty	3036	https://github.com/mshumer/Claude-of-Duty
qwen-audio-agent	2059	https://github.com/QwenAudio/qwen-audio-agent
penecho	1999	https://github.com/penecho/penecho
wardrobe	1852	https://github.com/tandpfun/wardrobe
better-harness	1790	https://github.com/QoderAI/better-harness
open-kritt	1657	https://github.com/Kritt-ai/open-kritt
dashi-taskboard	1474	https://github.com/chuspeeism/dashi-taskboard
codex-router	1246	https://github.com/duolahypercho/codex-router
story-to-handdrawn-video	1192	https://github.com/gnipbao/story-to-handdrawn-video
