name	stargazers_count	html_url
flyingmouse-format	4417	https://github.com/LaoFeng-mouse/flyingmouse-format
openGym	4039	https://github.com/arvids-unavailable/openGym
dsh-anchored-standard	3745	https://github.com/xiaobright/dsh-anchored-standard
unlazy	2221	https://github.com/Leonxlnx/unlazy
shuohao-skills	1973	https://github.com/eternityspring/shuohao-skills
gemma-translator	1315	https://github.com/google-gemma/gemma-translator
deploy-vercel	1299	https://github.com/vvxw/deploy-vercel
Deepseek-Harness-EAC	1265	https://github.com/zouyuxuan122/Deepseek-Harness-EAC
northcinder	1211	https://github.com/cinderline/northcinder
finger-frame-effect-ai	972	https://github.com/sophiamyang/finger-frame-effect-ai
