name	stargazers_count	html_url
dbx	1415	https://github.com/t8y2/dbx
hermes-war-room	196	https://github.com/Naroh091/hermes-war-room
s-ui	181	https://github.com/admin8800/s-ui
AIGC	141	https://github.com/huangguohui2002/AIGC
intro-agentic-ai	114	https://github.com/riverscn/intro-agentic-ai
IELTS-Studio	45	https://github.com/Pandlagon/IELTS-Studio
portforge-app	39	https://github.com/portforge/portforge-app
shanshui-mingtang-fengshui-gis	35	https://github.com/limi124/shanshui-mingtang-fengshui-gis
mcp-chat	33	https://github.com/maile456/mcp-chat
skillsmith-for-claude	32	https://github.com/fosterushka/skillsmith-for-claude
