name	stargazers_count	html_url
dbx	842	https://github.com/t8y2/dbx
intro-agentic-ai	109	https://github.com/riverscn/intro-agentic-ai
MasterDnsWeb	64	https://github.com/abolix/MasterDnsWeb
AllApiDeck	61	https://github.com/jlwebs/AllApiDeck
hermes-war-room	47	https://github.com/Naroh091/hermes-war-room
sillytavern-cardforge	46	https://github.com/Anastasia2372/sillytavern-cardforge
rag-visualization	41	https://github.com/wuhao2343/rag-visualization
pihole-in-one	41	https://github.com/creeperkatze/pihole-in-one
domloggerpp-caido	37	https://github.com/kevin-mizu/domloggerpp-caido
portforge-app	33	https://github.com/portforge/portforge-app
