name	stargazers_count	html_url
claude-code-agents-ui	307	https://github.com/Ngxba/claude-code-agents-ui
ChromiumManager	122	https://github.com/vtumi/ChromiumManager
ms-mail-fetcher	56	https://github.com/YuanQin99/ms-mail-fetcher
vh-claw	51	https://github.com/uxiaohan/vh-claw
AllApiDeck	47	https://github.com/jlwebs/AllApiDeck
SteamToolPlus	45	https://github.com/Jingluohi/SteamToolPlus
rocom.aoe.top	42	https://github.com/aoe-top/rocom.aoe.top
gopay	42	https://github.com/mageg-x/gopay
MasterDnsWeb	38	https://github.com/abolix/MasterDnsWeb
rag-visualization	38	https://github.com/wuhao2343/rag-visualization
