name	stargazers_count	html_url
claude-code-agents-ui	292	https://github.com/Ngxba/claude-code-agents-ui
xiaoye-ai	226	https://github.com/capybara-zy/xiaoye-ai
hermes-web-ui	211	https://github.com/EKKOLearnAI/hermes-web-ui
free-video-downloader	125	https://github.com/liyupi/free-video-downloader
vort-ui	124	https://github.com/openvort/vort-ui
ChromiumManager	113	https://github.com/vtumi/ChromiumManager
sillyTavern-launcher	56	https://github.com/al01cn/sillyTavern-launcher
ms-mail-fetcher	55	https://github.com/YuanQin99/ms-mail-fetcher
timetable	46	https://github.com/baoozak/timetable
vh-claw	43	https://github.com/uxiaohan/vh-claw
