name	stargazers_count	html_url
easy-writing	602	https://github.com/yilujian/easy-writing
SmartCV	162	https://github.com/yy549159265/SmartCV
remiqora	98	https://github.com/inikolax/remiqora
AuditHook	37	https://github.com/needtobreathe/AuditHook
xianyu-pilot-pro	32	https://github.com/dameng2026/xianyu-pilot-pro
gunong-youth-mental-health-agent	28	https://github.com/shen-szm/gunong-youth-mental-health-agent
ohmyUI	26	https://github.com/JGG0sbp66/ohmyUI
SpeedVideo	24	https://github.com/AndranikFutureLabs/SpeedVideo
world-radio	17	https://github.com/ns2250225/world-radio
apipig	16	https://github.com/aizuda/apipig
