name	stargazers_count	html_url
OpenMOSS	617	https://github.com/uluckyXH/OpenMOSS
vibe.j2team.org	606	https://github.com/J2TEAM/vibe.j2team.org
TripStar	220	https://github.com/1sdv/TripStar
AnGe-ClashBoard	142	https://github.com/liandu2024/AnGe-ClashBoard
LingGuo-Drama	127	https://github.com/LingGuoAI/LingGuo-Drama
ControllerMeta	111	https://github.com/HK560/ControllerMeta
AI-Resource-Manager	93	https://github.com/miragecoa/AI-Resource-Manager
ruoyi-plus-vben5	85	https://github.com/imdap/ruoyi-plus-vben5
silverfish	80	https://github.com/xumengke2025-sys/silverfish
libraryManagementSystem	75	https://github.com/Rosweise/libraryManagementSystem
