name	stargazers_count	html_url
OpenRAM	566	https://github.com/tryOpenRAM/OpenRAM
Steam-Controller-Auto-Charge	247	https://github.com/FossPrime/Steam-Controller-Auto-Charge
databuff	201	https://github.com/databufflabs/databuff
qssh	173	https://github.com/nanxiangxi/qssh
komari-theme-Glassmorphism	126	https://github.com/sanrokamlan-prog/komari-theme-Glassmorphism
NetSpeed-Dynamic	121	https://github.com/GEORGEWWWU/NetSpeed-Dynamic
md-reader	88	https://github.com/Neilooo/md-reader
rarayvision	84	https://github.com/dedin7766/rarayvision
eth-explorer	60	https://github.com/BLAZED-sh/eth-explorer
easy-json	55	https://github.com/chengxy-nds/easy-json
