name	stargazers_count	html_url
awesome-architecture	1133	https://github.com/study8677/awesome-architecture
s-ui	395	https://github.com/admin8800/s-ui
dinotty	85	https://github.com/xichan96/dinotty
AIHelms	76	https://github.com/beizhu-1209/AIHelms
skillsmith-for-claude	70	https://github.com/fosterushka/skillsmith-for-claude
android-stream-desk	69	https://github.com/aniadev/android-stream-desk
animal-island-vue	63	https://github.com/guokaigdg/animal-island-vue
call_me_as_agent	53	https://github.com/huangdihd/call_me_as_agent
shanshui-mingtang-fengshui-gis	44	https://github.com/limi124/shanshui-mingtang-fengshui-gis
Ecommerce-SaaS	42	https://github.com/Jones-6199/Ecommerce-SaaS
