name	stargazers_count	html_url
easy-writing	556	https://github.com/yilujian/easy-writing
SmartCV	119	https://github.com/yy549159265/SmartCV
InkGist	62	https://github.com/Loecedas/InkGist
lemon-muisc	60	https://github.com/jia070310/lemon-muisc
gunong-youth-mental-health-agent	32	https://github.com/shen-szm/gunong-youth-mental-health-agent
SpeedVideo	28	https://github.com/AndranikFutureLabs/SpeedVideo
xianyu-pilot-pro	27	https://github.com/dameng2026/xianyu-pilot-pro
ohmyUI	26	https://github.com/JGG0sbp66/ohmyUI
SystemPro	25	https://github.com/leonlabs-dev/SystemPro
world-radio	17	https://github.com/ns2250225/world-radio
