name	stargazers_count	html_url
AnGe-ClashBoard	383	https://github.com/liandu2024/AnGe-ClashBoard
claude-code-agents-ui	275	https://github.com/Ngxba/claude-code-agents-ui
xiaoye-ai	216	https://github.com/capybara-zy/xiaoye-ai
ruoyi-plus-vben5	165	https://github.com/imdap/ruoyi-plus-vben5
vort-ui	145	https://github.com/openvort/vort-ui
learn-opencode-agent	96	https://github.com/qqzhangyanhua/learn-opencode-agent
ChromiumManager	92	https://github.com/vtumi/ChromiumManager
free-video-downloader	85	https://github.com/liyupi/free-video-downloader
navigatr	59	https://github.com/capeku/navigatr
ms-mail-fetcher	52	https://github.com/YuanQin99/ms-mail-fetcher
