name	stargazers_count	html_url
Steam-Controller-Auto-Charge	252	https://github.com/FossPrime/Steam-Controller-Auto-Charge
databuff	207	https://github.com/databufflabs/databuff
NetSpeed-Dynamic	133	https://github.com/GEORGEWWWU/NetSpeed-Dynamic
komari-theme-Glassmorphism	133	https://github.com/sanrokamlan-prog/komari-theme-Glassmorphism
md-reader	90	https://github.com/Neilooo/md-reader
rarayvision	85	https://github.com/dedin7766/rarayvision
eth-explorer	60	https://github.com/BLAZED-sh/eth-explorer
docslight	59	https://github.com/ComPDFKit/docslight
easy-json	56	https://github.com/chengxy-nds/easy-json
znote	55	https://github.com/helloxz/znote
