name	stargazers_count	html_url
odysseus	70129	https://github.com/pewdiepie-archdaemon/odysseus
defending-code-reference-harness	5809	https://github.com/anthropics/defending-code-reference-harness
PaperSpine	3030	https://github.com/WUBING2023/PaperSpine
MisoTTS	2782	https://github.com/MisoLabsAI/MisoTTS
Void-Tools-v2.0	2097	https://github.com/V0id-v2/Void-Tools-v2.0
ideogram4	2012	https://github.com/ideogram-oss/ideogram4
smartNode	1989	https://github.com/Tong89/smartNode
GordenPPTSkill	1985	https://github.com/GordenSun/GordenPPTSkill
gemini-web2api	1722	https://github.com/Sophomoresty/gemini-web2api
JoyAI-Echo	1530	https://github.com/jd-opensource/JoyAI-Echo
