name	stargazers_count	html_url
openworker	11932	https://github.com/andrewyng/openworker
Three.js-Object-Sculptor-Codex-Plugin	1547	https://github.com/vinhhien112/Three.js-Object-Sculptor-Codex-Plugin
mimic	1503	https://github.com/littledivy/mimic
lingbot-world-v2	1457	https://github.com/Robbyant/lingbot-world-v2
StaffDeck	1355	https://github.com/OpenBMB/StaffDeck
xy	1279	https://github.com/reflex-dev/xy
MoonEP	993	https://github.com/MoonshotAI/MoonEP
codex-first-customer-finder-skill	949	https://github.com/Kappaemme-git/codex-first-customer-finder-skill
lingbot-video	898	https://github.com/Robbyant/lingbot-video
lingbot-vision	889	https://github.com/Robbyant/lingbot-vision
